"C","mxch","qss","diam","maxtl","meantl","medtl","sdtl","par"
"0.2",7,0.015,3,4.10204081632653,2.60578231292517,2.75595238095238,1.02632913054569,"10/-1"
"0.2",7,0.408,2,3,1.95,1.75,0.955975359979997,"10/-1"
"0.2",7,0.403,3,2.79032258064516,1.59516129032258,1,0.793059047189898,"10/-1"
"0.2",7,0.192,3,5.00000000000001,3.08666666666667,3.8,1.50392080169728,"10/-5"
"0.2",7,0.173,2,2.8625,1.86875,2,0.654239645610757,"10/-5"
"0.2",7,0.431,2,4.16666666666667,2.01666666666667,1.5,1.2183017931774,"10/-5"
"0.2",7,0.782,3,4.4,2.04,1.5,1.24650622853549,"10/-5"
"0.2",7,0.821,3,4,2.25,2,1.25277469819774,"10/-5"
"0.2",7,0.351,3,2.27586206896552,1.59310344827586,1.75,0.547167486144819,"10/-5"
"0.2",7,0.029,4,11.50625,8.90625,9.421875,2.96258334518381,"10/-5"
"0.2",7,0.975,2,3,1.5,1,0.707106781186548,"10/-5"
"0.2",7,0.429,3,3.66666666666667,2.21309523809524,2.125,0.893067876365746,"10/-5"
"0.2",7,0.772,3,2.79591836734694,1.79183673469388,2,0.732726011565329,"10/-5"
"0.2",7,0.679,3,3.5,1.79375,1.375,0.97452356593135,"10/-5"
"0.2",7,0.106,3,5.99999999999999,3.45,3.95833333333333,1.80884316076516,"10/-5"
"0.2",7,0.101,3,4.10204081632653,2.60578231292517,2.75595238095238,1.02632913054569,"10/-5"
"0.2",7,0.4,2,3,1.95,1.75,0.955975359979997,"10/-5"
"0.2",7,0.534,3,2.79032258064516,1.59516129032258,1,0.793059047189898,"10/-5"
"0.2",7,0.112,3,5.00000000000001,3.08666666666667,3.8,1.50392080169728,"10/-10"
"0.2",7,0.178,2,2.8625,1.86875,2,0.654239645610757,"10/-10"
"0.2",7,0.328,2,4.16666666666667,2.01666666666667,1.5,1.2183017931774,"10/-10"
"0.2",7,0.649,3,4.4,2.04,1.5,1.24650622853549,"10/-10"
"0.2",7,0.867,3,4,2.25,2,1.25277469819774,"10/-10"
"0.2",7,0.239,3,2.27586206896552,1.59310344827586,1.75,0.547167486144819,"10/-10"
"0.2",7,0.04,4,11.50625,8.90625,9.421875,2.96258334518381,"10/-10"
"0.2",7,0.968,2,3,1.5,1,0.707106781186548,"10/-10"
"0.2",7,0.306,3,3.66666666666667,2.21309523809524,2.125,0.893067876365746,"10/-10"
"0.2",7,0.605,3,2.79591836734694,1.79183673469388,2,0.732726011565329,"10/-10"
"0.2",7,0.585,3,3.5,1.79375,1.375,0.97452356593135,"10/-10"
"0.2",7,0.101,3,5.99999999999999,3.45,3.95833333333333,1.80884316076516,"10/-10"
"0.2",7,0.062,3,4.10204081632653,2.60578231292517,2.75595238095238,1.02632913054569,"10/-10"
"0.2",7,0.291,2,3,1.95,1.75,0.955975359979997,"10/-10"
"0.2",7,0.476,3,2.79032258064516,1.59516129032258,1,0.793059047189898,"10/-10"
"0.2",7,0.589,3,5.00000000000001,3.08666666666667,3.8,1.50392080169728,"5/-1"
"0.2",7,0.395,2,2.8625,1.86875,2,0.654239645610757,"5/-1"
"0.2",7,0.94,2,4.16666666666667,2.01666666666667,1.5,1.2183017931774,"5/-1"
"0.2",7,0.997,3,4.4,2.04,1.5,1.24650622853549,"5/-1"
"0.2",7,0.866,3,4,2.25,2,1.25277469819774,"5/-1"
"0.2",7,0.883,3,2.27586206896552,1.59310344827586,1.75,0.547167486144819,"5/-1"
"0.2",7,0.088,4,11.50625,8.90625,9.421875,2.96258334518381,"5/-1"
"0.2",7,0.999,2,3,1.5,1,0.707106781186548,"5/-1"
"0.2",7,0.856,3,3.66666666666667,2.21309523809524,2.125,0.893067876365746,"5/-1"
"0.2",7,0.997,3,2.79591836734694,1.79183673469388,2,0.732726011565329,"5/-1"
"0.2",7,0.954,3,3.5,1.79375,1.375,0.97452356593135,"5/-1"
"0.2",7,0.293,3,5.99999999999999,3.45,3.95833333333333,1.80884316076516,"5/-1"
"0.2",7,0.309,3,4.10204081632653,2.60578231292517,2.75595238095238,1.02632913054569,"5/-1"
"0.2",7,0.849,2,3,1.95,1.75,0.955975359979997,"5/-1"
"0.2",7,0.866,3,2.79032258064516,1.59516129032258,1,0.793059047189898,"5/-1"
"0.2",7,0.486,3,5.00000000000001,3.08666666666667,3.8,1.50392080169728,"5/-5"
"0.2",7,0.589,2,2.8625,1.86875,2,0.654239645610757,"5/-5"
"0.2",7,0.631,2,4.16666666666667,2.01666666666667,1.5,1.2183017931774,"5/-5"
"0.2",7,0.909,3,4.4,2.04,1.5,1.24650622853549,"5/-5"
"0.2",7,0.95,3,4,2.25,2,1.25277469819774,"5/-5"
"0.2",7,0.595,3,2.27586206896552,1.59310344827586,1.75,0.547167486144819,"5/-5"
"0.2",7,0.29,4,11.50625,8.90625,9.421875,2.96258334518381,"5/-5"
"0.2",7,0.98,2,3,1.5,1,0.707106781186548,"5/-5"
"0.2",7,0.76,3,3.66666666666667,2.21309523809524,2.125,0.893067876365746,"5/-5"
"0.2",7,0.875,3,2.79591836734694,1.79183673469388,2,0.732726011565329,"5/-5"
"0.2",7,0.909,3,3.5,1.79375,1.375,0.97452356593135,"5/-5"
"0.2",7,0.427,3,5.99999999999999,3.45,3.95833333333333,1.80884316076516,"5/-5"
"0.2",7,0.389,3,4.10204081632653,2.60578231292517,2.75595238095238,1.02632913054569,"5/-5"
"0.2",7,0.619,2,3,1.95,1.75,0.955975359979997,"5/-5"
"0.2",7,0.847,3,2.79032258064516,1.59516129032258,1,0.793059047189898,"5/-5"
"0.2",7,0.14,3,5.00000000000001,3.08666666666667,3.8,1.50392080169728,"5/-10"
"0.2",7,0.171,2,2.8625,1.86875,2,0.654239645610757,"5/-10"
"0.2",7,0.397,2,4.16666666666667,2.01666666666667,1.5,1.2183017931774,"5/-10"
"0.2",7,0.707,3,4.4,2.04,1.5,1.24650622853549,"5/-10"
"0.2",7,0.828,3,4,2.25,2,1.25277469819774,"5/-10"
"0.2",7,0.301,3,2.27586206896552,1.59310344827586,1.75,0.547167486144819,"5/-10"
"0.2",7,0.029,4,11.50625,8.90625,9.421875,2.96258334518381,"5/-10"
"0.2",7,0.967,2,3,1.5,1,0.707106781186548,"5/-10"
"0.2",7,0.339,3,3.66666666666667,2.21309523809524,2.125,0.893067876365746,"5/-10"
"0.2",7,0.692,3,2.79591836734694,1.79183673469388,2,0.732726011565329,"5/-10"
"0.2",7,0.671,3,3.5,1.79375,1.375,0.97452356593135,"5/-10"
"0.2",7,0.095,3,5.99999999999999,3.45,3.95833333333333,1.80884316076516,"5/-10"
"0.2",7,0.07,3,4.10204081632653,2.60578231292517,2.75595238095238,1.02632913054569,"5/-10"
"0.2",7,0.344,2,3,1.95,1.75,0.955975359979997,"5/-10"
"0.2",7,0.58,3,2.79032258064516,1.59516129032258,1,0.793059047189898,"5/-10"
"0.2",7,1,3,5.00000000000001,3.08666666666667,3.8,1.50392080169728,"1/-1"
"0.2",7,1,2,2.8625,1.86875,2,0.654239645610757,"1/-1"
"0.2",7,1,2,4.16666666666667,2.01666666666667,1.5,1.2183017931774,"1/-1"
"0.2",7,1,3,4.4,2.04,1.5,1.24650622853549,"1/-1"
"0.2",7,1,3,4,2.25,2,1.25277469819774,"1/-1"
"0.2",7,1,3,2.27586206896552,1.59310344827586,1.75,0.547167486144819,"1/-1"
"0.2",7,0.999,4,11.50625,8.90625,9.421875,2.96258334518381,"1/-1"
"0.2",7,1,2,3,1.5,1,0.707106781186548,"1/-1"
"0.2",7,1,3,3.66666666666667,2.21309523809524,2.125,0.893067876365746,"1/-1"
"0.2",7,1,3,2.79591836734694,1.79183673469388,2,0.732726011565329,"1/-1"
"0.2",7,1,3,3.5,1.79375,1.375,0.97452356593135,"1/-1"
"0.2",7,1,3,5.99999999999999,3.45,3.95833333333333,1.80884316076516,"1/-1"
"0.2",7,1,3,4.10204081632653,2.60578231292517,2.75595238095238,1.02632913054569,"1/-1"
"0.2",7,1,2,3,1.95,1.75,0.955975359979997,"1/-1"
"0.2",7,1,3,2.79032258064516,1.59516129032258,1,0.793059047189898,"1/-1"
"0.2",7,0.578,3,5.00000000000001,3.08666666666667,3.8,1.50392080169728,"1/-5"
"0.2",7,0.536,2,2.8625,1.86875,2,0.654239645610757,"1/-5"
"0.2",7,0.894,2,4.16666666666667,2.01666666666667,1.5,1.2183017931774,"1/-5"
"0.2",7,0.85,3,4.4,2.04,1.5,1.24650622853549,"1/-5"
"0.2",7,0.892,3,4,2.25,2,1.25277469819774,"1/-5"
"0.2",7,0.662,3,2.27586206896552,1.59310344827586,1.75,0.547167486144819,"1/-5"
"0.2",7,0.072,4,11.50625,8.90625,9.421875,2.96258334518381,"1/-5"
"0.2",7,1,2,3,1.5,1,0.707106781186548,"1/-5"
"0.2",7,0.724,3,3.66666666666667,2.21309523809524,2.125,0.893067876365746,"1/-5"
"0.2",7,0.951,3,2.79591836734694,1.79183673469388,2,0.732726011565329,"1/-5"
"0.2",7,0.886,3,3.5,1.79375,1.375,0.97452356593135,"1/-5"
"0.2",7,0.234,3,5.99999999999999,3.45,3.95833333333333,1.80884316076516,"1/-5"
"0.2",7,0.385,3,4.10204081632653,2.60578231292517,2.75595238095238,1.02632913054569,"1/-5"
"0.2",7,0.615,2,3,1.95,1.75,0.955975359979997,"1/-5"
"0.2",7,0.864,3,2.79032258064516,1.59516129032258,1,0.793059047189898,"1/-5"
"0.2",7,0.092,3,5.00000000000001,3.08666666666667,3.8,1.50392080169728,"1/-10"
"0.2",7,0.094,2,2.8625,1.86875,2,0.654239645610757,"1/-10"
"0.2",7,0.679,2,4.16666666666667,2.01666666666667,1.5,1.2183017931774,"1/-10"
"0.2",7,0.659,3,4.4,2.04,1.5,1.24650622853549,"1/-10"
"0.2",7,0.543,3,4,2.25,2,1.25277469819774,"1/-10"
"0.2",7,0.241,3,2.27586206896552,1.59310344827586,1.75,0.547167486144819,"1/-10"
"0.2",7,0.001,4,11.50625,8.90625,9.421875,2.96258334518381,"1/-10"
"0.2",7,0.994,2,3,1.5,1,0.707106781186548,"1/-10"
"0.2",7,0.205,3,3.66666666666667,2.21309523809524,2.125,0.893067876365746,"1/-10"
"0.2",7,0.788,3,2.79591836734694,1.79183673469388,2,0.732726011565329,"1/-10"
"0.2",7,0.539,3,3.5,1.79375,1.375,0.97452356593135,"1/-10"
"0.2",7,0.013,3,5.99999999999999,3.45,3.95833333333333,1.80884316076516,"1/-10"
"0.2",7,0.021,3,4.10204081632653,2.60578231292517,2.75595238095238,1.02632913054569,"1/-10"
"0.2",7,0.234,2,3,1.95,1.75,0.955975359979997,"1/-10"
"0.2",7,0.484,3,2.79032258064516,1.59516129032258,1,0.793059047189898,"1/-10"
"0.24",1,0.035,3,6.76470588235295,3.09411764705883,2.82352941176471,2.04678083906232,"10/-1"
"0.24",1,0.02,4,3.59305339554173,2.43442198030067,3.19466044582685,1.24305263162227,"10/-1"
"0.24",1,0.065,2,2.70331325301205,1.86631526104418,2.16666666666667,0.768123510860842,"10/-1"
"0.24",1,0.042,2,2.40178571428571,1.67410714285714,1.80357142857143,0.627139902413765,"10/-1"
"0.24",1,0.091,3,4.00000000000001,2.95,3.46428571428572,1.18572862871417,"10/-1"
"0.24",1,0.117,2,4.21428571428572,2.58142857142857,2.81785714285714,1.1821288303009,"10/-1"
"0.24",1,0.003,4,5.69521410579345,3.0823677581864,3.17380352644836,1.63818401681794,"10/-1"
"0.24",1,0.036,2,2.79075425790754,1.88004866180049,2.08150851581509,0.815906708907838,"10/-1"
"0.24",1,0.001,4,4.34782608695652,2.42554347826087,2.95652173913043,1.28794550576253,"10/-1"
"0.24",1,0.969,3,5.00000000000001,2.5,2,1.64991582276861,"10/-1"
"0.24",1,0.171,4,4.4375,2.4855,2.4,1.06364728907451,"10/-1"
"0.24",1,0.013,4,22,16.9333333333333,20.0833333333333,6.65192815265981,"10/-1"
"0.24",1,0.001,3,4.52290973174075,2.99297043273938,3.46206187585667,1.43165284357895,"10/-1"
"0.24",1,0.019,3,2.99193548387097,2.10456989247312,2.56182795698925,0.868998660992863,"10/-1"
"0.24",1,0.025,3,3.9058116232465,2.1809619238477,2.63527054108217,1.07781689811486,"10/-1"
"0.24",1,0.151,3,6.76470588235295,3.09411764705883,2.82352941176471,2.04678083906232,"10/-5"
"0.24",1,0.16,4,3.59305339554173,2.43442198030067,3.19466044582685,1.24305263162227,"10/-5"
"0.24",1,0.074,2,2.70331325301205,1.86631526104418,2.16666666666667,0.768123510860842,"10/-5"
"0.24",1,0.093,2,2.40178571428571,1.67410714285714,1.80357142857143,0.627139902413765,"10/-5"
"0.24",1,0.216,3,4.00000000000001,2.95,3.46428571428572,1.18572862871417,"10/-5"
"0.24",1,0.213,2,4.21428571428572,2.58142857142857,2.81785714285714,1.1821288303009,"10/-5"
"0.24",1,0.059,4,5.69521410579345,3.0823677581864,3.17380352644836,1.63818401681794,"10/-5"
"0.24",1,0.115,2,2.79075425790754,1.88004866180049,2.08150851581509,0.815906708907838,"10/-5"
"0.24",1,0.024,4,4.34782608695652,2.42554347826087,2.95652173913043,1.28794550576253,"10/-5"
"0.24",1,0.945,3,5.00000000000001,2.5,2,1.64991582276861,"10/-5"
"0.24",1,0.354,4,4.4375,2.4855,2.4,1.06364728907451,"10/-5"
"0.24",1,0.09,4,22,16.9333333333333,20.0833333333333,6.65192815265981,"10/-5"
"0.24",1,0.029,3,4.52290973174075,2.99297043273938,3.46206187585667,1.43165284357895,"10/-5"
"0.24",1,0.117,3,2.99193548387097,2.10456989247312,2.56182795698925,0.868998660992863,"10/-5"
"0.24",1,0.12,3,3.9058116232465,2.1809619238477,2.63527054108217,1.07781689811486,"10/-5"
"0.24",1,0.098,3,6.76470588235295,3.09411764705883,2.82352941176471,2.04678083906232,"10/-10"
"0.24",1,0.122,4,3.59305339554173,2.43442198030067,3.19466044582685,1.24305263162227,"10/-10"
"0.24",1,0.034,2,2.70331325301205,1.86631526104418,2.16666666666667,0.768123510860842,"10/-10"
"0.24",1,0.041,2,2.40178571428571,1.67410714285714,1.80357142857143,0.627139902413765,"10/-10"
"0.24",1,0.152,3,4.00000000000001,2.95,3.46428571428572,1.18572862871417,"10/-10"
"0.24",1,0.14,2,4.21428571428572,2.58142857142857,2.81785714285714,1.1821288303009,"10/-10"
"0.24",1,0.061,4,5.69521410579345,3.0823677581864,3.17380352644836,1.63818401681794,"10/-10"
"0.24",1,0.099,2,2.79075425790754,1.88004866180049,2.08150851581509,0.815906708907838,"10/-10"
"0.24",1,0.029,4,4.34782608695652,2.42554347826087,2.95652173913043,1.28794550576253,"10/-10"
"0.24",1,0.841,3,5.00000000000001,2.5,2,1.64991582276861,"10/-10"
"0.24",1,0.261,4,4.4375,2.4855,2.4,1.06364728907451,"10/-10"
"0.24",1,0.069,4,22,16.9333333333333,20.0833333333333,6.65192815265981,"10/-10"
"0.24",1,0.01,3,4.52290973174075,2.99297043273938,3.46206187585667,1.43165284357895,"10/-10"
"0.24",1,0.11,3,2.99193548387097,2.10456989247312,2.56182795698925,0.868998660992863,"10/-10"
"0.24",1,0.091,3,3.9058116232465,2.1809619238477,2.63527054108217,1.07781689811486,"10/-10"
"0.24",1,0.429,3,6.76470588235295,3.09411764705883,2.82352941176471,2.04678083906232,"5/-1"
"0.24",1,0.351,4,3.59305339554173,2.43442198030067,3.19466044582685,1.24305263162227,"5/-1"
"0.24",1,0.579,2,2.70331325301205,1.86631526104418,2.16666666666667,0.768123510860842,"5/-1"
"0.24",1,0.478,2,2.40178571428571,1.67410714285714,1.80357142857143,0.627139902413765,"5/-1"
"0.24",1,0.599,3,4.00000000000001,2.95,3.46428571428572,1.18572862871417,"5/-1"
"0.24",1,0.624,2,4.21428571428572,2.58142857142857,2.81785714285714,1.1821288303009,"5/-1"
"0.24",1,0.1,4,5.69521410579345,3.0823677581864,3.17380352644836,1.63818401681794,"5/-1"
"0.24",1,0.478,2,2.79075425790754,1.88004866180049,2.08150851581509,0.815906708907838,"5/-1"
"0.24",1,0.117,4,4.34782608695652,2.42554347826087,2.95652173913043,1.28794550576253,"5/-1"
"0.24",1,0.996,3,5.00000000000001,2.5,2,1.64991582276861,"5/-1"
"0.24",1,0.749,4,4.4375,2.4855,2.4,1.06364728907451,"5/-1"
"0.24",1,0.292,4,22,16.9333333333333,20.0833333333333,6.65192815265981,"5/-1"
"0.24",1,0.131,3,4.52290973174075,2.99297043273938,3.46206187585667,1.43165284357895,"5/-1"
"0.24",1,0.347,3,2.99193548387097,2.10456989247312,2.56182795698925,0.868998660992863,"5/-1"
"0.24",1,0.339,3,3.9058116232465,2.1809619238477,2.63527054108217,1.07781689811486,"5/-1"
"0.24",1,0.527,3,6.76470588235295,3.09411764705883,2.82352941176471,2.04678083906232,"5/-5"
"0.24",1,0.521,4,3.59305339554173,2.43442198030067,3.19466044582685,1.24305263162227,"5/-5"
"0.24",1,0.289,2,2.70331325301205,1.86631526104418,2.16666666666667,0.768123510860842,"5/-5"
"0.24",1,0.311,2,2.40178571428571,1.67410714285714,1.80357142857143,0.627139902413765,"5/-5"
"0.24",1,0.576,3,4.00000000000001,2.95,3.46428571428572,1.18572862871417,"5/-5"
"0.24",1,0.49,2,4.21428571428572,2.58142857142857,2.81785714285714,1.1821288303009,"5/-5"
"0.24",1,0.426,4,5.69521410579345,3.0823677581864,3.17380352644836,1.63818401681794,"5/-5"
"0.24",1,0.379,2,2.79075425790754,1.88004866180049,2.08150851581509,0.815906708907838,"5/-5"
"0.24",1,0.225,4,4.34782608695652,2.42554347826087,2.95652173913043,1.28794550576253,"5/-5"
"0.24",1,0.981,3,5.00000000000001,2.5,2,1.64991582276861,"5/-5"
"0.24",1,0.725,4,4.4375,2.4855,2.4,1.06364728907451,"5/-5"
"0.24",1,0.412,4,22,16.9333333333333,20.0833333333333,6.65192815265981,"5/-5"
"0.24",1,0.185,3,4.52290973174075,2.99297043273938,3.46206187585667,1.43165284357895,"5/-5"
"0.24",1,0.467,3,2.99193548387097,2.10456989247312,2.56182795698925,0.868998660992863,"5/-5"
"0.24",1,0.419,3,3.9058116232465,2.1809619238477,2.63527054108217,1.07781689811486,"5/-5"
"0.24",1,0.16,3,6.76470588235295,3.09411764705883,2.82352941176471,2.04678083906232,"5/-10"
"0.24",1,0.146,4,3.59305339554173,2.43442198030067,3.19466044582685,1.24305263162227,"5/-10"
"0.24",1,0.062,2,2.70331325301205,1.86631526104418,2.16666666666667,0.768123510860842,"5/-10"
"0.24",1,0.052,2,2.40178571428571,1.67410714285714,1.80357142857143,0.627139902413765,"5/-10"
"0.24",1,0.18,3,4.00000000000001,2.95,3.46428571428572,1.18572862871417,"5/-10"
"0.24",1,0.164,2,4.21428571428572,2.58142857142857,2.81785714285714,1.1821288303009,"5/-10"
"0.24",1,0.071,4,5.69521410579345,3.0823677581864,3.17380352644836,1.63818401681794,"5/-10"
"0.24",1,0.091,2,2.79075425790754,1.88004866180049,2.08150851581509,0.815906708907838,"5/-10"
"0.24",1,0.018,4,4.34782608695652,2.42554347826087,2.95652173913043,1.28794550576253,"5/-10"
"0.24",1,0.91,3,5.00000000000001,2.5,2,1.64991582276861,"5/-10"
"0.24",1,0.316,4,4.4375,2.4855,2.4,1.06364728907451,"5/-10"
"0.24",1,0.076,4,22,16.9333333333333,20.0833333333333,6.65192815265981,"5/-10"
"0.24",1,0.012,3,4.52290973174075,2.99297043273938,3.46206187585667,1.43165284357895,"5/-10"
"0.24",1,0.102,3,2.99193548387097,2.10456989247312,2.56182795698925,0.868998660992863,"5/-10"
"0.24",1,0.102,3,3.9058116232465,2.1809619238477,2.63527054108217,1.07781689811486,"5/-10"
"0.24",1,1,3,6.76470588235295,3.09411764705883,2.82352941176471,2.04678083906232,"1/-1"
"0.24",1,1,4,3.59305339554173,2.43442198030067,3.19466044582685,1.24305263162227,"1/-1"
"0.24",1,1,2,2.70331325301205,1.86631526104418,2.16666666666667,0.768123510860842,"1/-1"
"0.24",1,1,2,2.40178571428571,1.67410714285714,1.80357142857143,0.627139902413765,"1/-1"
"0.24",1,1,3,4.00000000000001,2.95,3.46428571428572,1.18572862871417,"1/-1"
"0.24",1,1,2,4.21428571428572,2.58142857142857,2.81785714285714,1.1821288303009,"1/-1"
"0.24",1,1,4,5.69521410579345,3.0823677581864,3.17380352644836,1.63818401681794,"1/-1"
"0.24",1,1,2,2.79075425790754,1.88004866180049,2.08150851581509,0.815906708907838,"1/-1"
"0.24",1,1,4,4.34782608695652,2.42554347826087,2.95652173913043,1.28794550576253,"1/-1"
"0.24",1,1,3,5.00000000000001,2.5,2,1.64991582276861,"1/-1"
"0.24",1,1,4,4.4375,2.4855,2.4,1.06364728907451,"1/-1"
"0.24",1,1,4,22,16.9333333333333,20.0833333333333,6.65192815265981,"1/-1"
"0.24",1,1,3,4.52290973174075,2.99297043273938,3.46206187585667,1.43165284357895,"1/-1"
"0.24",1,1,3,2.99193548387097,2.10456989247312,2.56182795698925,0.868998660992863,"1/-1"
"0.24",1,1,3,3.9058116232465,2.1809619238477,2.63527054108217,1.07781689811486,"1/-1"
"0.24",1,0.535,3,6.76470588235295,3.09411764705883,2.82352941176471,2.04678083906232,"1/-5"
"0.24",1,0.332,4,3.59305339554173,2.43442198030067,3.19466044582685,1.24305263162227,"1/-5"
"0.24",1,0.5,2,2.70331325301205,1.86631526104418,2.16666666666667,0.768123510860842,"1/-5"
"0.24",1,0.318,2,2.40178571428571,1.67410714285714,1.80357142857143,0.627139902413765,"1/-5"
"0.24",1,0.617,3,4.00000000000001,2.95,3.46428571428572,1.18572862871417,"1/-5"
"0.24",1,0.493,2,4.21428571428572,2.58142857142857,2.81785714285714,1.1821288303009,"1/-5"
"0.24",1,0.273,4,5.69521410579345,3.0823677581864,3.17380352644836,1.63818401681794,"1/-5"
"0.24",1,0.308,2,2.79075425790754,1.88004866180049,2.08150851581509,0.815906708907838,"1/-5"
"0.24",1,0.196,4,4.34782608695652,2.42554347826087,2.95652173913043,1.28794550576253,"1/-5"
"0.24",1,0.997,3,5.00000000000001,2.5,2,1.64991582276861,"1/-5"
"0.24",1,0.676,4,4.4375,2.4855,2.4,1.06364728907451,"1/-5"
"0.24",1,0.328,4,22,16.9333333333333,20.0833333333333,6.65192815265981,"1/-5"
"0.24",1,0.066,3,4.52290973174075,2.99297043273938,3.46206187585667,1.43165284357895,"1/-5"
"0.24",1,0.47,3,2.99193548387097,2.10456989247312,2.56182795698925,0.868998660992863,"1/-5"
"0.24",1,0.278,3,3.9058116232465,2.1809619238477,2.63527054108217,1.07781689811486,"1/-5"
"0.24",1,0.081,3,6.76470588235295,3.09411764705883,2.82352941176471,2.04678083906232,"1/-10"
"0.24",1,0.013,4,3.59305339554173,2.43442198030067,3.19466044582685,1.24305263162227,"1/-10"
"0.24",1,0.05,2,2.70331325301205,1.86631526104418,2.16666666666667,0.768123510860842,"1/-10"
"0.24",1,0.037,2,2.40178571428571,1.67410714285714,1.80357142857143,0.627139902413765,"1/-10"
"0.24",1,0.124,3,4.00000000000001,2.95,3.46428571428572,1.18572862871417,"1/-10"
"0.24",1,0.08,2,4.21428571428572,2.58142857142857,2.81785714285714,1.1821288303009,"1/-10"
"0.24",1,0.006,4,5.69521410579345,3.0823677581864,3.17380352644836,1.63818401681794,"1/-10"
"0.24",1,0.018,2,2.79075425790754,1.88004866180049,2.08150851581509,0.815906708907838,"1/-10"
"0.24",1,0.002,4,4.34782608695652,2.42554347826087,2.95652173913043,1.28794550576253,"1/-10"
"0.24",1,0.956,3,5.00000000000001,2.5,2,1.64991582276861,"1/-10"
"0.24",1,0.183,4,4.4375,2.4855,2.4,1.06364728907451,"1/-10"
"0.24",1,0.025,4,22,16.9333333333333,20.0833333333333,6.65192815265981,"1/-10"
"0.24",1,0.001,3,4.52290973174075,2.99297043273938,3.46206187585667,1.43165284357895,"1/-10"
"0.24",1,0.047,3,2.99193548387097,2.10456989247312,2.56182795698925,0.868998660992863,"1/-10"
"0.24",1,0.021,3,3.9058116232465,2.1809619238477,2.63527054108217,1.07781689811486,"1/-10"
"0.24",2,0.042,2,2.47826086956522,1.6304347826087,1.5,0.683468181017484,"10/-1"
"0.24",2,0.625,2,2.6875,1.64375,1.5,0.708363969925693,"10/-1"
"0.24",2,0.012,3,3.95683453237411,2.48944844124701,2.65227817745804,1.13117305180481,"10/-1"
"0.24",2,0.078,4,5.49242424242424,3.14810606060606,3.96780303030304,1.91793423869399,"10/-1"
"0.24",2,0.031,2,7.66666666666667,5.68333333333334,6.58333333333334,2.54520852186085,"10/-1"
"0.24",2,0.778,3,3.625,2.0921875,2.125,0.984373622133074,"10/-1"
"0.24",2,0.019,2,2.94570135746606,1.76199095022624,1.5,0.834585642709018,"10/-1"
"0.24",2,0.044,6,8.66666666666668,4.76666666666667,5.16666666666667,2.98576871421998,"10/-1"
"0.24",2,0.005,2,3,2.0575,2.25,0.798092343584932,"10/-1"
"0.24",2,0.291,3,3.24999999999999,2.245,2.5,0.966221161708505,"10/-1"
"0.24",2,0.229,2,3.03532608695652,1.81141304347826,1.96875,0.779703704986605,"10/-1"
"0.24",2,0.026,3,4.80000000000001,3.04941176470589,3.55588235294118,1.29454003801914,"10/-1"
"0.24",2,0.019,2,3.63376623376623,2.16969696969697,1.98073593073593,1.24560116924358,"10/-1"
"0.24",2,0.052,3,12,7.28499999999999,8.39999999999997,3.98929470235306,"10/-1"
"0.24",2,0.013,3,3.05217391304348,1.88260869565217,2,0.818717681778251,"10/-1"
"0.24",2,0.094,2,2.47826086956522,1.6304347826087,1.5,0.683468181017484,"10/-5"
"0.24",2,0.462,2,2.6875,1.64375,1.5,0.708363969925693,"10/-5"
"0.24",2,0.134,3,3.95683453237411,2.48944844124701,2.65227817745804,1.13117305180481,"10/-5"
"0.24",2,0.177,4,5.49242424242424,3.14810606060606,3.96780303030304,1.91793423869399,"10/-5"
"0.24",2,0.176,2,7.66666666666667,5.68333333333334,6.58333333333334,2.54520852186085,"10/-5"
"0.24",2,0.615,3,3.625,2.0921875,2.125,0.984373622133074,"10/-5"
"0.24",2,0.068,2,2.94570135746606,1.76199095022624,1.5,0.834585642709018,"10/-5"
"0.24",2,0.247,6,8.66666666666668,4.76666666666667,5.16666666666667,2.98576871421998,"10/-5"
"0.24",2,0.025,2,3,2.0575,2.25,0.798092343584932,"10/-5"
"0.24",2,0.303,3,3.24999999999999,2.245,2.5,0.966221161708505,"10/-5"
"0.24",2,0.058,2,3.03532608695652,1.81141304347826,1.96875,0.779703704986605,"10/-5"
"0.24",2,0.15,3,4.80000000000001,3.04941176470589,3.55588235294118,1.29454003801914,"10/-5"
"0.24",2,0.089,2,3.63376623376623,2.16969696969697,1.98073593073593,1.24560116924358,"10/-5"
"0.24",2,0.147,3,12,7.28499999999999,8.39999999999997,3.98929470235306,"10/-5"
"0.24",2,0.053,3,3.05217391304348,1.88260869565217,2,0.818717681778251,"10/-5"
"0.24",2,0.051,2,2.47826086956522,1.6304347826087,1.5,0.683468181017484,"10/-10"
"0.24",2,0.3,2,2.6875,1.64375,1.5,0.708363969925693,"10/-10"
"0.24",2,0.126,3,3.95683453237411,2.48944844124701,2.65227817745804,1.13117305180481,"10/-10"
"0.24",2,0.103,4,5.49242424242424,3.14810606060606,3.96780303030304,1.91793423869399,"10/-10"
"0.24",2,0.123,2,7.66666666666667,5.68333333333334,6.58333333333334,2.54520852186085,"10/-10"
"0.24",2,0.43,3,3.625,2.0921875,2.125,0.984373622133074,"10/-10"
"0.24",2,0.047,2,2.94570135746606,1.76199095022624,1.5,0.834585642709018,"10/-10"
"0.24",2,0.322,6,8.66666666666668,4.76666666666667,5.16666666666667,2.98576871421998,"10/-10"
"0.24",2,0.014,2,3,2.0575,2.25,0.798092343584932,"10/-10"
