"C","mxch","qss","diam","maxtl","meantl","medtl","sdtl","par"
"0.16",4,0.383,2,2.85714285714285,1.54285714285714,1,0.743223352957206,"1/-10"
"0.16",4,0.992,2,2.5,1.7,2,0.632455532033675,"1/-10"
"0.16",4,0.768,3,3,1.75,1.5,0.857969178415584,"1/-10"
"0.16",4,0.005,4,3.3507018796098,2.02916964073281,2.3507018796098,0.943947938295368,"1/-10"
"0.16",4,0.279,3,3.22971196366679,1.3789410780447,1.5,1.24916588159226,"1/-10"
"0.16",4,0.012,5,9.48837209302324,5.89999999999999,6.40116279069766,2.93282154605771,"1/-10"
"0.16",4,0.312,3,3.45454545454545,2.13409090909091,2.30681818181818,1.05379032960524,"1/-10"
"0.16",5,0.234,3,3.36923076923077,2.04076923076923,1.98846153846154,1.02744744767077,"10/-1"
"0.16",5,0.118,3,4.35999999999999,3.088,3.59,1.29328865902224,"10/-1"
"0.16",5,0.021,2,2.5,1.68333333333333,1.75,0.653622385037585,"10/-1"
"0.16",5,0.247,3,4,2.67916666666667,3.125,1.30497179620438,"10/-1"
"0.16",5,1,3,3.00000000000001,1.71666666666667,1.5,0.809091854877821,"10/-1"
"0.16",5,0.017,3,7.03947368421053,4.84736842105263,5.67105263157895,2.21761776747812,"10/-1"
"0.16",5,0.11,3,3.76143790849674,2.14738562091503,2.16666666666667,1.0087258443534,"10/-1"
"0.16",5,0.55,3,1.41554253531362,0.373084434754962,0.593632193305174,0.90193292842367,"10/-1"
"0.16",5,0.235,2,4.33333333333334,1.9,1,1.30809445802324,"10/-1"
"0.16",5,0.244,4,4.42105263157895,2.63552631578947,2.69736842105263,1.0991555349995,"10/-1"
"0.16",5,0.708,2,2.33333333333333,1.45555555555556,1,0.595939621876085,"10/-1"
"0.16",5,0.062,2,2.6551724137931,1.75862068965517,2,0.689798835611354,"10/-1"
"0.16",5,1,2,3,1.3,1,0.674948557710553,"10/-1"
"0.16",5,0.122,3,3.63636363636363,1.91515151515151,1.63636363636364,1.02362661542744,"10/-1"
"0.16",5,0.956,2,2.5,1.5,1,0.666666666666667,"10/-1"
"0.16",5,0.397,3,3.36923076923077,2.04076923076923,1.98846153846154,1.02744744767077,"10/-5"
"0.16",5,0.16,3,4.35999999999999,3.088,3.59,1.29328865902224,"10/-5"
"0.16",5,0.055,2,2.5,1.68333333333333,1.75,0.653622385037585,"10/-5"
"0.16",5,0.317,3,4,2.67916666666667,3.125,1.30497179620438,"10/-5"
"0.16",5,1,3,3.00000000000001,1.71666666666667,1.5,0.809091854877821,"10/-5"
"0.16",5,0.132,3,7.03947368421053,4.84736842105263,5.67105263157895,2.21761776747812,"10/-5"
"0.16",5,0.236,3,3.76143790849674,2.14738562091503,2.16666666666667,1.0087258443534,"10/-5"
"0.16",5,0.609,3,1.41554253531362,0.373084434754962,0.593632193305174,0.90193292842367,"10/-5"
"0.16",5,0.702,2,4.33333333333334,1.9,1,1.30809445802324,"10/-5"
"0.16",5,0.37,4,4.42105263157895,2.63552631578947,2.69736842105263,1.0991555349995,"10/-5"
"0.16",5,0.523,2,2.33333333333333,1.45555555555556,1,0.595939621876085,"10/-5"
"0.16",5,0.257,2,2.6551724137931,1.75862068965517,2,0.689798835611354,"10/-5"
"0.16",5,1,2,3,1.3,1,0.674948557710553,"10/-5"
"0.16",5,0.31,3,3.63636363636363,1.91515151515151,1.63636363636364,1.02362661542744,"10/-5"
"0.16",5,0.778,2,2.5,1.5,1,0.666666666666667,"10/-5"
"0.16",5,0.27,3,3.36923076923077,2.04076923076923,1.98846153846154,1.02744744767077,"10/-10"
"0.16",5,0.111,3,4.35999999999999,3.088,3.59,1.29328865902224,"10/-10"
"0.16",5,0.043,2,2.5,1.68333333333333,1.75,0.653622385037585,"10/-10"
"0.16",5,0.171,3,4,2.67916666666667,3.125,1.30497179620438,"10/-10"
"0.16",5,1,3,3.00000000000001,1.71666666666667,1.5,0.809091854877821,"10/-10"
"0.16",5,0.111,3,7.03947368421053,4.84736842105263,5.67105263157895,2.21761776747812,"10/-10"
"0.16",5,0.113,3,3.76143790849674,2.14738562091503,2.16666666666667,1.0087258443534,"10/-10"
"0.16",5,0.46,3,1.41554253531362,0.373084434754962,0.593632193305174,0.90193292842367,"10/-10"
"0.16",5,0.822,2,4.33333333333334,1.9,1,1.30809445802324,"10/-10"
"0.16",5,0.244,4,4.42105263157895,2.63552631578947,2.69736842105263,1.0991555349995,"10/-10"
"0.16",5,0.302,2,2.33333333333333,1.45555555555556,1,0.595939621876085,"10/-10"
"0.16",5,0.214,2,2.6551724137931,1.75862068965517,2,0.689798835611354,"10/-10"
"0.16",5,1,2,3,1.3,1,0.674948557710553,"10/-10"
"0.16",5,0.255,3,3.63636363636363,1.91515151515151,1.63636363636364,1.02362661542744,"10/-10"
"0.16",5,0.719,2,2.5,1.5,1,0.666666666666667,"10/-10"
"0.16",5,0.786,3,3.36923076923077,2.04076923076923,1.98846153846154,1.02744744767077,"5/-1"
"0.16",5,0.669,3,4.35999999999999,3.088,3.59,1.29328865902224,"5/-1"
"0.16",5,0.351,2,2.5,1.68333333333333,1.75,0.653622385037585,"5/-1"
"0.16",5,0.819,3,4,2.67916666666667,3.125,1.30497179620438,"5/-1"
"0.16",5,1,3,3.00000000000001,1.71666666666667,1.5,0.809091854877821,"5/-1"
"0.16",5,0.402,3,7.03947368421053,4.84736842105263,5.67105263157895,2.21761776747812,"5/-1"
"0.16",5,0.572,3,3.76143790849674,2.14738562091503,2.16666666666667,1.0087258443534,"5/-1"
"0.16",5,0.928,3,1.41554253531362,0.373084434754962,0.593632193305174,0.90193292842367,"5/-1"
"0.16",5,0.569,2,4.33333333333334,1.9,1,1.30809445802324,"5/-1"
"0.16",5,0.779,4,4.42105263157895,2.63552631578947,2.69736842105263,1.0991555349995,"5/-1"
"0.16",5,0.977,2,2.33333333333333,1.45555555555556,1,0.595939621876085,"5/-1"
"0.16",5,0.499,2,2.6551724137931,1.75862068965517,2,0.689798835611354,"5/-1"
"0.16",5,1,2,3,1.3,1,0.674948557710553,"5/-1"
"0.16",5,0.558,3,3.63636363636363,1.91515151515151,1.63636363636364,1.02362661542744,"5/-1"
"0.16",5,0.989,2,2.5,1.5,1,0.666666666666667,"5/-1"
"0.16",5,0.708,3,3.36923076923077,2.04076923076923,1.98846153846154,1.02744744767077,"5/-5"
"0.16",5,0.479,3,4.35999999999999,3.088,3.59,1.29328865902224,"5/-5"
"0.16",5,0.239,2,2.5,1.68333333333333,1.75,0.653622385037585,"5/-5"
"0.16",5,0.612,3,4,2.67916666666667,3.125,1.30497179620438,"5/-5"
"0.16",5,1,3,3.00000000000001,1.71666666666667,1.5,0.809091854877821,"5/-5"
"0.16",5,0.478,3,7.03947368421053,4.84736842105263,5.67105263157895,2.21761776747812,"5/-5"
"0.16",5,0.536,3,3.76143790849674,2.14738562091503,2.16666666666667,1.0087258443534,"5/-5"
"0.16",5,0.833,3,1.41554253531362,0.373084434754962,0.593632193305174,0.90193292842367,"5/-5"
"0.16",5,0.976,2,4.33333333333334,1.9,1,1.30809445802324,"5/-5"
"0.16",5,0.69,4,4.42105263157895,2.63552631578947,2.69736842105263,1.0991555349995,"5/-5"
"0.16",5,0.644,2,2.33333333333333,1.45555555555556,1,0.595939621876085,"5/-5"
"0.16",5,0.686,2,2.6551724137931,1.75862068965517,2,0.689798835611354,"5/-5"
"0.16",5,1,2,3,1.3,1,0.674948557710553,"5/-5"
"0.16",5,0.682,3,3.63636363636363,1.91515151515151,1.63636363636364,1.02362661542744,"5/-5"
"0.16",5,0.876,2,2.5,1.5,1,0.666666666666667,"5/-5"
"0.16",5,0.367,3,3.36923076923077,2.04076923076923,1.98846153846154,1.02744744767077,"5/-10"
"0.16",5,0.164,3,4.35999999999999,3.088,3.59,1.29328865902224,"5/-10"
"0.16",5,0.051,2,2.5,1.68333333333333,1.75,0.653622385037585,"5/-10"
"0.16",5,0.273,3,4,2.67916666666667,3.125,1.30497179620438,"5/-10"
"0.16",5,1,3,3.00000000000001,1.71666666666667,1.5,0.809091854877821,"5/-10"
"0.16",5,0.114,3,7.03947368421053,4.84736842105263,5.67105263157895,2.21761776747812,"5/-10"
"0.16",5,0.165,3,3.76143790849674,2.14738562091503,2.16666666666667,1.0087258443534,"5/-10"
"0.16",5,0.559,3,1.41554253531362,0.373084434754962,0.593632193305174,0.90193292842367,"5/-10"
"0.16",5,0.734,2,4.33333333333334,1.9,1,1.30809445802324,"5/-10"
"0.16",5,0.311,4,4.42105263157895,2.63552631578947,2.69736842105263,1.0991555349995,"5/-10"
"0.16",5,0.378,2,2.33333333333333,1.45555555555556,1,0.595939621876085,"5/-10"
"0.16",5,0.257,2,2.6551724137931,1.75862068965517,2,0.689798835611354,"5/-10"
"0.16",5,1,2,3,1.3,1,0.674948557710553,"5/-10"
"0.16",5,0.3,3,3.63636363636363,1.91515151515151,1.63636363636364,1.02362661542744,"5/-10"
"0.16",5,0.802,2,2.5,1.5,1,0.666666666666667,"5/-10"
"0.16",5,1,3,3.36923076923077,2.04076923076923,1.98846153846154,1.02744744767077,"1/-1"
"0.16",5,1,3,4.35999999999999,3.088,3.59,1.29328865902224,"1/-1"
"0.16",5,1,2,2.5,1.68333333333333,1.75,0.653622385037585,"1/-1"
"0.16",5,1,3,4,2.67916666666667,3.125,1.30497179620438,"1/-1"
"0.16",5,1,3,3.00000000000001,1.71666666666667,1.5,0.809091854877821,"1/-1"
"0.16",5,1,3,7.03947368421053,4.84736842105263,5.67105263157895,2.21761776747812,"1/-1"
"0.16",5,1,3,3.76143790849674,2.14738562091503,2.16666666666667,1.0087258443534,"1/-1"
"0.16",5,1,3,1.41554253531362,0.373084434754962,0.593632193305174,0.90193292842367,"1/-1"
"0.16",5,1,2,4.33333333333334,1.9,1,1.30809445802324,"1/-1"
"0.16",5,1,4,4.42105263157895,2.63552631578947,2.69736842105263,1.0991555349995,"1/-1"
"0.16",5,1,2,2.33333333333333,1.45555555555556,1,0.595939621876085,"1/-1"
"0.16",5,1,2,2.6551724137931,1.75862068965517,2,0.689798835611354,"1/-1"
"0.16",5,1,2,3,1.3,1,0.674948557710553,"1/-1"
"0.16",5,1,3,3.63636363636363,1.91515151515151,1.63636363636364,1.02362661542744,"1/-1"
"0.16",5,1,2,2.5,1.5,1,0.666666666666667,"1/-1"
"0.16",5,0.772,3,3.36923076923077,2.04076923076923,1.98846153846154,1.02744744767077,"1/-5"
"0.16",5,0.587,3,4.35999999999999,3.088,3.59,1.29328865902224,"1/-5"
"0.16",5,0.304,2,2.5,1.68333333333333,1.75,0.653622385037585,"1/-5"
"0.16",5,0.603,3,4,2.67916666666667,3.125,1.30497179620438,"1/-5"
"0.16",5,1,3,3.00000000000001,1.71666666666667,1.5,0.809091854877821,"1/-5"
"0.16",5,0.343,3,7.03947368421053,4.84736842105263,5.67105263157895,2.21761776747812,"1/-5"
"0.16",5,0.509,3,3.76143790849674,2.14738562091503,2.16666666666667,1.0087258443534,"1/-5"
"0.16",5,0.927,3,1.41554253531362,0.373084434754962,0.593632193305174,0.90193292842367,"1/-5"
"0.16",5,0.761,2,4.33333333333334,1.9,1,1.30809445802324,"1/-5"
"0.16",5,0.755,4,4.42105263157895,2.63552631578947,2.69736842105263,1.0991555349995,"1/-5"
"0.16",5,0.676,2,2.33333333333333,1.45555555555556,1,0.595939621876085,"1/-5"
"0.16",5,0.712,2,2.6551724137931,1.75862068965517,2,0.689798835611354,"1/-5"
"0.16",5,1,2,3,1.3,1,0.674948557710553,"1/-5"
"0.16",5,0.561,3,3.63636363636363,1.91515151515151,1.63636363636364,1.02362661542744,"1/-5"
"0.16",5,0.992,2,2.5,1.5,1,0.666666666666667,"1/-5"
"0.16",5,0.28,3,3.36923076923077,2.04076923076923,1.98846153846154,1.02744744767077,"1/-10"
"0.16",5,0.081,3,4.35999999999999,3.088,3.59,1.29328865902224,"1/-10"
"0.16",5,0.012,2,2.5,1.68333333333333,1.75,0.653622385037585,"1/-10"
"0.16",5,0.155,3,4,2.67916666666667,3.125,1.30497179620438,"1/-10"
"0.16",5,1,3,3.00000000000001,1.71666666666667,1.5,0.809091854877821,"1/-10"
"0.16",5,0.021,3,7.03947368421053,4.84736842105263,5.67105263157895,2.21761776747812,"1/-10"
"0.16",5,0.07,3,3.76143790849674,2.14738562091503,2.16666666666667,1.0087258443534,"1/-10"
"0.16",5,0.564,3,1.41554253531362,0.373084434754962,0.593632193305174,0.90193292842367,"1/-10"
"0.16",5,0.327,2,4.33333333333334,1.9,1,1.30809445802324,"1/-10"
"0.16",5,0.239,4,4.42105263157895,2.63552631578947,2.69736842105263,1.0991555349995,"1/-10"
"0.16",5,0.31,2,2.33333333333333,1.45555555555556,1,0.595939621876085,"1/-10"
"0.16",5,0.154,2,2.6551724137931,1.75862068965517,2,0.689798835611354,"1/-10"
"0.16",5,1,2,3,1.3,1,0.674948557710553,"1/-10"
"0.16",5,0.125,3,3.63636363636363,1.91515151515151,1.63636363636364,1.02362661542744,"1/-10"
"0.16",5,0.957,2,2.5,1.5,1,0.666666666666667,"1/-10"
"0.16",6,0.107,3,2.7891061452514,1.83449720670391,1.875,0.800273845370077,"10/-1"
"0.16",6,0.006,3,5.29,3.905,4.55,1.60225708854035,"10/-1"
"0.16",6,0.918,3,3.5,1.88333333333333,1.5,1.02152754173273,"10/-1"
"0.16",6,0.045,2,5.5,3.50583333333333,3.67916666666667,1.71012800943145,"10/-1"
"0.16",6,0.47,3,3,1.9,2,0.833148127567443,"10/-1"
"0.16",6,0.661,3,3.57142857142858,1.71428571428572,1.5,0.880630571852713,"10/-1"
"0.16",6,0.102,2,3.33333333333333,2.234375,2.41666666666667,0.942898906174512,"10/-1"
"0.16",6,0.016,2,5,3.38166666666667,4,1.47339471130741,"10/-1"
"0.16",6,0.066,3,4.07560137457045,2.23780068728523,2.30756013745705,1.19784063585042,"10/-1"
"0.16",6,0.114,4,7.60000000000001,4.12800000000001,4.84000000000001,2.44009471583015,"10/-1"
"0.16",6,0.938,2,2.16666666666667,1.41666666666667,1,0.540061724867322,"10/-1"
"0.16",6,0.16,3,3.22222222222222,1.74444444444444,1.5,0.839769385026291,"10/-1"
"0.16",6,0.865,4,4.33333333333334,2.31666666666667,2.16666666666666,1.31104048774011,"10/-1"
"0.16",6,0.744,1,2.16666666666666,1.41666666666666,1.25,0.485912657903774,"10/-1"
"0.16",6,0.064,2,2.35714285714285,1.71071428571428,2,0.623711824410357,"10/-1"
"0.16",6,0.185,3,2.7891061452514,1.83449720670391,1.875,0.800273845370077,"10/-5"
"0.16",6,0.176,3,5.29,3.905,4.55,1.60225708854035,"10/-5"
"0.16",6,0.781,3,3.5,1.88333333333333,1.5,1.02152754173273,"10/-5"
"0.16",6,0.116,2,5.5,3.50583333333333,3.67916666666667,1.71012800943145,"10/-5"
"0.16",6,0.47,3,3,1.9,2,0.833148127567443,"10/-5"
"0.16",6,0.574,3,3.57142857142858,1.71428571428572,1.5,0.880630571852713,"10/-5"
"0.16",6,0.091,2,3.33333333333333,2.234375,2.41666666666667,0.942898906174512,"10/-5"
"0.16",6,0.083,2,5,3.38166666666667,4,1.47339471130741,"10/-5"
"0.16",6,0.285,3,4.07560137457045,2.23780068728523,2.30756013745705,1.19784063585042,"10/-5"
"0.16",6,0.226,4,7.60000000000001,4.12800000000001,4.84000000000001,2.44009471583015,"10/-5"
"0.16",6,0.915,2,2.16666666666667,1.41666666666667,1,0.540061724867322,"10/-5"
"0.16",6,0.397,3,3.22222222222222,1.74444444444444,1.5,0.839769385026291,"10/-5"
"0.16",6,0.837,4,4.33333333333334,2.31666666666667,2.16666666666666,1.31104048774011,"10/-5"
"0.16",6,0.635,1,2.16666666666666,1.41666666666666,1.25,0.485912657903774,"10/-5"
"0.16",6,0.027,2,2.35714285714285,1.71071428571428,2,0.623711824410357,"10/-5"
"0.16",6,0.093,3,2.7891061452514,1.83449720670391,1.875,0.800273845370077,"10/-10"
"0.16",6,0.187,3,5.29,3.905,4.55,1.60225708854035,"10/-10"
"0.16",6,0.646,3,3.5,1.88333333333333,1.5,1.02152754173273,"10/-10"
"0.16",6,0.062,2,5.5,3.50583333333333,3.67916666666667,1.71012800943145,"10/-10"
"0.16",6,0.312,3,3,1.9,2,0.833148127567443,"10/-10"
"0.16",6,0.456,3,3.57142857142858,1.71428571428572,1.5,0.880630571852713,"10/-10"
"0.16",6,0.048,2,3.33333333333333,2.234375,2.41666666666667,0.942898906174512,"10/-10"
"0.16",6,0.059,2,5,3.38166666666667,4,1.47339471130741,"10/-10"
"0.16",6,0.207,3,4.07560137457045,2.23780068728523,2.30756013745705,1.19784063585042,"10/-10"
"0.16",6,0.165,4,7.60000000000001,4.12800000000001,4.84000000000001,2.44009471583015,"10/-10"
"0.16",6,0.837,2,2.16666666666667,1.41666666666667,1,0.540061724867322,"10/-10"
"0.16",6,0.363,3,3.22222222222222,1.74444444444444,1.5,0.839769385026291,"10/-10"
"0.16",6,0.726,4,4.33333333333334,2.31666666666667,2.16666666666666,1.31104048774011,"10/-10"
"0.16",6,0.457,1,2.16666666666666,1.41666666666666,1.25,0.485912657903774,"10/-10"
"0.16",6,0.007,2,2.35714285714285,1.71071428571428,2,0.623711824410357,"10/-10"
"0.16",6,0.656,3,2.7891061452514,1.83449720670391,1.875,0.800273845370077,"5/-1"
"0.16",6,0.206,3,5.29,3.905,4.55,1.60225708854035,"5/-1"
"0.16",6,1,3,3.5,1.88333333333333,1.5,1.02152754173273,"5/-1"
"0.16",6,0.511,2,5.5,3.50583333333333,3.67916666666667,1.71012800943145,"5/-1"
"0.16",6,0.918,3,3,1.9,2,0.833148127567443,"5/-1"
"0.16",6,0.985,3,3.57142857142858,1.71428571428572,1.5,0.880630571852713,"5/-1"
"0.16",6,0.649,2,3.33333333333333,2.234375,2.41666666666667,0.942898906174512,"5/-1"
"0.16",6,0.275,2,5,3.38166666666667,4,1.47339471130741,"5/-1"
"0.16",6,0.471,3,4.07560137457045,2.23780068728523,2.30756013745705,1.19784063585042,"5/-1"
"0.16",6,0.543,4,7.60000000000001,4.12800000000001,4.84000000000001,2.44009471583015,"5/-1"
"0.16",6,0.999,2,2.16666666666667,1.41666666666667,1,0.540061724867322,"5/-1"
"0.16",6,0.679,3,3.22222222222222,1.74444444444444,1.5,0.839769385026291,"5/-1"
"0.16",6,1,4,4.33333333333334,2.31666666666667,2.16666666666666,1.31104048774011,"5/-1"
"0.16",6,0.993,1,2.16666666666666,1.41666666666666,1.25,0.485912657903774,"5/-1"
"0.16",6,0.483,2,2.35714285714285,1.71071428571428,2,0.623711824410357,"5/-1"
"0.16",6,0.503,3,2.7891061452514,1.83449720670391,1.875,0.800273845370077,"5/-5"
"0.16",6,0.614,3,5.29,3.905,4.55,1.60225708854035,"5/-5"
"0.16",6,0.917,3,3.5,1.88333333333333,1.5,1.02152754173273,"5/-5"
"0.16",6,0.383,2,5.5,3.50583333333333,3.67916666666667,1.71012800943145,"5/-5"
"0.16",6,0.753,3,3,1.9,2,0.833148127567443,"5/-5"
"0.16",6,0.85,3,3.57142857142858,1.71428571428572,1.5,0.880630571852713,"5/-5"
"0.16",6,0.337,2,3.33333333333333,2.234375,2.41666666666667,0.942898906174512,"5/-5"
"0.16",6,0.398,2,5,3.38166666666667,4,1.47339471130741,"5/-5"
"0.16",6,0.617,3,4.07560137457045,2.23780068728523,2.30756013745705,1.19784063585042,"5/-5"
"0.16",6,0.554,4,7.60000000000001,4.12800000000001,4.84000000000001,2.44009471583015,"5/-5"
"0.16",6,0.981,2,2.16666666666667,1.41666666666667,1,0.540061724867322,"5/-5"
"0.16",6,0.736,3,3.22222222222222,1.74444444444444,1.5,0.839769385026291,"5/-5"
"0.16",6,0.954,4,4.33333333333334,2.31666666666667,2.16666666666666,1.31104048774011,"5/-5"
"0.16",6,0.804,1,2.16666666666666,1.41666666666666,1.25,0.485912657903774,"5/-5"
"0.16",6,0.135,2,2.35714285714285,1.71071428571428,2,0.623711824410357,"5/-5"
"0.16",6,0.137,3,2.7891061452514,1.83449720670391,1.875,0.800273845370077,"5/-10"
"0.16",6,0.178,3,5.29,3.905,4.55,1.60225708854035,"5/-10"
"0.16",6,0.747,3,3.5,1.88333333333333,1.5,1.02152754173273,"5/-10"
"0.16",6,0.084,2,5.5,3.50583333333333,3.67916666666667,1.71012800943145,"5/-10"
"0.16",6,0.441,3,3,1.9,2,0.833148127567443,"5/-10"
"0.16",6,0.562,3,3.57142857142858,1.71428571428572,1.5,0.880630571852713,"5/-10"
"0.16",6,0.074,2,3.33333333333333,2.234375,2.41666666666667,0.942898906174512,"5/-10"
"0.16",6,0.068,2,5,3.38166666666667,4,1.47339471130741,"5/-10"
"0.16",6,0.234,3,4.07560137457045,2.23780068728523,2.30756013745705,1.19784063585042,"5/-10"
"0.16",6,0.198,4,7.60000000000001,4.12800000000001,4.84000000000001,2.44009471583015,"5/-10"
"0.16",6,0.919,2,2.16666666666667,1.41666666666667,1,0.540061724867322,"5/-10"
"0.16",6,0.388,3,3.22222222222222,1.74444444444444,1.5,0.839769385026291,"5/-10"
"0.16",6,0.807,4,4.33333333333334,2.31666666666667,2.16666666666666,1.31104048774011,"5/-10"
"0.16",6,0.54,1,2.16666666666666,1.41666666666666,1.25,0.485912657903774,"5/-10"
"0.16",6,0.016,2,2.35714285714285,1.71071428571428,2,0.623711824410357,"5/-10"
"0.16",6,1,3,2.7891061452514,1.83449720670391,1.875,0.800273845370077,"1/-1"
"0.16",6,1,3,5.29,3.905,4.55,1.60225708854035,"1/-1"
"0.16",6,1,3,3.5,1.88333333333333,1.5,1.02152754173273,"1/-1"
"0.16",6,1,2,5.5,3.50583333333333,3.67916666666667,1.71012800943145,"1/-1"
"0.16",6,1,3,3,1.9,2,0.833148127567443,"1/-1"
"0.16",6,1,3,3.57142857142858,1.71428571428572,1.5,0.880630571852713,"1/-1"
"0.16",6,1,2,3.33333333333333,2.234375,2.41666666666667,0.942898906174512,"1/-1"
"0.16",6,1,2,5,3.38166666666667,4,1.47339471130741,"1/-1"
"0.16",6,1,3,4.07560137457045,2.23780068728523,2.30756013745705,1.19784063585042,"1/-1"
"0.16",6,1,4,7.60000000000001,4.12800000000001,4.84000000000001,2.44009471583015,"1/-1"
"0.16",6,1,2,2.16666666666667,1.41666666666667,1,0.540061724867322,"1/-1"
"0.16",6,1,3,3.22222222222222,1.74444444444444,1.5,0.839769385026291,"1/-1"
"0.16",6,1,4,4.33333333333334,2.31666666666667,2.16666666666666,1.31104048774011,"1/-1"
"0.16",6,1,1,2.16666666666666,1.41666666666666,1.25,0.485912657903774,"1/-1"
"0.16",6,1,2,2.35714285714285,1.71071428571428,2,0.623711824410357,"1/-1"
"0.16",6,0.622,3,2.7891061452514,1.83449720670391,1.875,0.800273845370077,"1/-5"
"0.16",6,0.305,3,5.29,3.905,4.55,1.60225708854035,"1/-5"
"0.16",6,0.93,3,3.5,1.88333333333333,1.5,1.02152754173273,"1/-5"
"0.16",6,0.491,2,5.5,3.50583333333333,3.67916666666667,1.71012800943145,"1/-5"
"0.16",6,0.811,3,3,1.9,2,0.833148127567443,"1/-5"
"0.16",6,0.857,3,3.57142857142858,1.71428571428572,1.5,0.880630571852713,"1/-5"
"0.16",6,0.428,2,3.33333333333333,2.234375,2.41666666666667,0.942898906174512,"1/-5"
"0.16",6,0.38,2,5,3.38166666666667,4,1.47339471130741,"1/-5"
"0.16",6,0.444,3,4.07560137457045,2.23780068728523,2.30756013745705,1.19784063585042,"1/-5"
"0.16",6,0.485,4,7.60000000000001,4.12800000000001,4.84000000000001,2.44009471583015,"1/-5"
"0.16",6,0.979,2,2.16666666666667,1.41666666666667,1,0.540061724867322,"1/-5"
"0.16",6,0.676,3,3.22222222222222,1.74444444444444,1.5,0.839769385026291,"1/-5"
"0.16",6,0.925,4,4.33333333333334,2.31666666666667,2.16666666666666,1.31104048774011,"1/-5"
"0.16",6,0.728,1,2.16666666666666,1.41666666666666,1.25,0.485912657903774,"1/-5"
"0.16",6,0.372,2,2.35714285714285,1.71071428571428,2,0.623711824410357,"1/-5"
"0.16",6,0.108,3,2.7891061452514,1.83449720670391,1.875,0.800273845370077,"1/-10"
"0.16",6,0.016,3,5.29,3.905,4.55,1.60225708854035,"1/-10"
"0.16",6,0.778,3,3.5,1.88333333333333,1.5,1.02152754173273,"1/-10"
"0.16",6,0.053,2,5.5,3.50583333333333,3.67916666666667,1.71012800943145,"1/-10"
"0.16",6,0.431,3,3,1.9,2,0.833148127567443,"1/-10"
"0.16",6,0.566,3,3.57142857142858,1.71428571428572,1.5,0.880630571852713,"1/-10"
"0.16",6,0.062,2,3.33333333333333,2.234375,2.41666666666667,0.942898906174512,"1/-10"
"0.16",6,0.027,2,5,3.38166666666667,4,1.47339471130741,"1/-10"
"0.16",6,0.042,3,4.07560137457045,2.23780068728523,2.30756013745705,1.19784063585042,"1/-10"
"0.16",6,0.071,4,7.60000000000001,4.12800000000001,4.84000000000001,2.44009471583015,"1/-10"
"0.16",6,0.914,2,2.16666666666667,1.41666666666667,1,0.540061724867322,"1/-10"
"0.16",6,0.178,3,3.22222222222222,1.74444444444444,1.5,0.839769385026291,"1/-10"
"0.16",6,0.713,4,4.33333333333334,2.31666666666667,2.16666666666666,1.31104048774011,"1/-10"
"0.16",6,0.439,1,2.16666666666666,1.41666666666666,1.25,0.485912657903774,"1/-10"
"0.16",6,0.031,2,2.35714285714285,1.71071428571428,2,0.623711824410357,"1/-10"
"0.16",7,0.473,4,3,1.9,1.5,0.994428926011752,"10/-1"
"0.16",7,0.106,2,4.15384615384616,2.43333333333333,2.42307692307693,1.01320451445986,"10/-1"
"0.16",7,0.557,3,4.5,2.675,3,1.34396800557156,"10/-1"
"0.16",7,0.262,3,3.31216931216931,2.24920634920635,2.62169312169312,0.928150347285177,"10/-1"
"0.16",7,0.186,3,2.72268907563025,1.53361344537815,1,0.710096464512542,"10/-1"
"0.16",7,0.024,3,3.04590818363274,1.8562874251497,1.61377245508982,0.927165701869077,"10/-1"
"0.16",7,0.606,3,4.81578947368423,2.73157894736843,3.10526315789474,1.61569327484743,"10/-1"
"0.16",7,0.025,5,3.94186046511627,2.38226744186046,2.7906976744186,1.02443265549234,"10/-1"
"0.16",7,0.023,3,3.89108910891089,2.48514851485149,3.03960396039604,1.31246121225017,"10/-1"
"0.16",7,0.958,2,2.57142857142857,1.55714285714286,1.5,0.611492356856838,"10/-1"
"0.16",7,0.943,3,5,2.35,1.5,1.59947908186801,"10/-1"
"0.16",7,0.6,2,2.5,1.35,1,0.579750904364203,"10/-1"
"0.16",7,0.532,3,4,1.36428571428572,1,1.50375569130704,"10/-1"
"0.16",7,0.488,3,5,2.4,2,1.57762127549323,"10/-1"
"0.16",7,0.98,3,4,2.06666666666667,2,1.07496769977314,"10/-1"
"0.16",7,0.577,4,3,1.9,1.5,0.994428926011752,"10/-5"
"0.16",7,0.198,2,4.15384615384616,2.43333333333333,2.42307692307693,1.01320451445986,"10/-5"
"0.16",7,0.631,3,4.5,2.675,3,1.34396800557156,"10/-5"
"0.16",7,0.365,3,3.31216931216931,2.24920634920635,2.62169312169312,0.928150347285177,"10/-5"
"0.16",7,0.385,3,2.72268907563025,1.53361344537815,1,0.710096464512542,"10/-5"
"0.16",7,0.154,3,3.04590818363274,1.8562874251497,1.61377245508982,0.927165701869077,"10/-5"
"0.16",7,0.419,3,4.81578947368423,2.73157894736843,3.10526315789474,1.61569327484743,"10/-5"
"0.16",7,0.21,5,3.94186046511627,2.38226744186046,2.7906976744186,1.02443265549234,"10/-5"
"0.16",7,0.197,3,3.89108910891089,2.48514851485149,3.03960396039604,1.31246121225017,"10/-5"
"0.16",7,0.894,2,2.57142857142857,1.55714285714286,1.5,0.611492356856838,"10/-5"
